Product,Regular price,Sale price
Campina Milde halfvolle yoghurt,1.69,NA
Grimbergen Tripel abdijbier 6-pack,8.85,NA
Grimbergen Dubbel 6-pack,7.95,NA
AH Olijfolie traditioneel,5.89,NA
AH Olijfolie extra vierge,5.99,NA
AH Hollandse nieuwe met uitjes,2.99,NA
AH Gerookte makreelfilet,3.74,NA
Johma Rundvlees salade,2.69,NA
Hansaplast Universal waterbestendig,3.49,NA
Blistex Lipconditioner,3.79,NA
Nivea Verzachtende reinigingsmelk droge huid,7.49,NA
Nivea Essentials hydr dagcr normale huid,11.49,NA
Libresse Ultra regular maandverband,2.79,NA
LU Prince vanille,2.39,NA
NA,NA,NA
Welmoed Sauvignon blanc,5.99,NA
Bavaria 0.0% Bier 6-pack,4.39,3.29
AH Roomboter jan hagel,2.49,NA
Lindeman's Bin 65 chardonnay,6.99,NA
Lindeman's Bin 50 shiraz,6.99,NA
Conimex Mild javaanse pinda satsaus,3.79,NA
Sudocrem Pot,4.59,NA
Ferrero Rocher chocolade,5.69,NA
AH Extra lang lekker casino wit half,0.9,NA
Kopiko Koffie bonbon,2.59,NA
AH Zaanlander Jong belegen 48+ stuk,7.13,4.28
Brinta Wake-up! drinkontbijt,2.09,NA
AH Zalmfilet,9.69,7.27
AH Lekkerbekjes gebakken,4.99,NA
AH Gebakken kibbeling,5.21,NA
Gillette Sensorexcel scheermesjes,15.99,NA
Jerez Sherry 887 cream,7.69,NA
AH Zaanlander Jong 48+ stuk,7.15,4.29
William Lawson's Scotch whisky & cola,2.49,NA
AH Pinda's extra groot gezouten,2.79,NA
AH Biologisch Zuurkool naturel,1.09,NA
AH Afwasmiddel original,1.19,NA
Libresse Ultra long maandverband,2.79,NA
Garden Gourmet Groenteschijf,3.79,NA
Undurraga Chardonnay,5.29,NA
AH Ongekookt zuurkool spek stukje,4.19,NA
AH Toiletblok dennen,0.89,NA
AH Goudse extra belegen 48+ stuk,7.5,NA
Wecare Pinda noga afslankreep,2.65,NA
AH Stamppot hutspot met rookworst,4.49,NA
AH Hollandse stamppot andijvie gehaktbal,4.49,NA
Johma Huzarensalade,2.19,NA
Liga Vitalu volkoren tarwemeel-bloem crackers,2.55,NA
Dr. Oetker Backin bakpoeder,0.85,NA
Dr. Oetker Suiker met vanillesmaak,0.95,NA
Knorr Wereldgerechten Chinese beef shanghai,4.29,NA
Merci Geschenkdoos,7.69,6.54
AH Roomijs kaneel,3.49,NA
AH Cocktail garnalen,2.39,NA
AH Haricots verts,1.95,NA
Nicotinell Pleisters 14mg/24u stoppen met roken,24.99,NA
Heinz Tomaten ketchup,3.85,NA
Ouwehand Zure haring,2.99,NA
Ouwehand Rolmops,2.99,NA
Los Molinos Blanco,3.69,NA
Caribbean Gold Ruwe rietsuiker,2.49,NA
AH Extra lang lekker tijger bruin half,0.75,NA
Natrena Zoetjes,2.89,NA
CoolBest Strawberry hill,3.19,NA
AH Augurken zuur,0.99,NA
Honig Basis voor roerbakmie,1.99,NA
AH Jonge kapucijners,1.19,NA
AH Komkommer,0.85,NA
AH Vanillesuiker,0.36,NA
Bounty Repen 5x2-pack,3.39,NA
Caribbean Gold Rietsuikerklontjes,2.79,NA
AH Surimi flakes,2.49,NA
AH Pat met kip,0.85,NA
AH Pat met vis,0.85,NA
AH Stamppot witlof ham,4.49,NA
AH Zeevruchten,3.99,NA
AH Olijfolie mild,5.79,NA
Palmolive Naturals amandel douchemelk,3.49,NA
Palmolive Naturals amandel bad- & douchecrème,5.49,NA
Dr Pepper Cola,2.79,NA
Brinta Wake-up! banaan,2.09,NA
Liga Haverkick appelsmaak,2.69,NA
Liga Haverkick bosvruchten,2.69,NA
AH Lunetta spritsen,1.89,NA
Allerfre Hooikoorts & allergie tabletten,5.99,NA
AH Pedaalemmerzakken 25 liter,1.29,NA
AH Ijsblokzakjes,0.59,NA
AH Treksluitzakken,1.39,NA
Prevalin Oogdruppels bij hooikoorts,12.49,NA
AH Maandverband maxi night met vleugels,1.19,NA
Côte d'Or L'original reep melk,3.29,NA
Côte d'Or L'original reep puur,3.49,NA
Nivea Dry comfort anti-transpirant spray,4.99,NA
Côte d'Or L'original reep melk hazelnoot,2.99,NA
AH Bloemenhoning,2.69,NA
Appelsientje Sinaasappel met extra vruchtvlees,3.29,NA
Breezer Zesty orange,2.19,NA
Breezer Zingy lime,2.19,NA
AH Gerookte zalmblokjes,4.99,NA
AH Boeren volkoren sesam half,1.09,NA
AH Chocoladepasta wit,2.69,NA
AH Chocoladepasta melk,2.69,NA
AH Duopasta hazelnoot wit,2.79,NA
AH Chocoladepasta puur,2.69,NA
AH Grillworst,4.39,NA
Zovirax Koortslip crème tube,9.99,NA
Fantini Montepulciano d'abruzzo,5.99,NA
Go-Tan Mihoen rice noodles,2.59,NA
AH Quiche lorraine,3.99,NA
AH Rivierkreeftjes,3.99,NA
Betadine Zalf,6.95,NA
AH Tagliatelle all' uovo,2.29,NA
Nivea Shower oil,6.99,NA
Roter Vitamine C 70mg citroen kauwtabletten,11.99,NA
Dove Zeep original,5.79,NA
Bertolli Smeerbaar met olijfolie,2.15,NA
AH Javawafels,1.39,NA
Delica Tokkelroom,5.85,NA
Leffe Blond abdijbier 6-pack,8.39,6.29
AH Andijvie fijngesneden kleinverpakking,1.29,NA
AH Terra Plantaardige margarine,0.99,NA
AH Margarine,0.75,NA
VSM Spiroflor srl spier- en gewrichtsgel,17.69,NA
Choca Vlokken,1.79,NA
AH Bapao rundvlees,0.85,NA
AH Bapao kip,0.79,NA
Topking Vlammetjes,4.55,NA
Grand' Italia Sugocasa piccante pastasaus,3.59,NA
AH Ananasstukjes op sap,1.25,NA
AH Goudse jong 48+ geraspt voordeel,4.99,NA
Sanex Dermo protector deodorant stick,5.49,NA
Palmolive Naturals melk & amandel,2.69,NA
AH Augurken partysticks pittig,1.19,NA
Becel Romig voor in de koffie,2.49,NA
AH Eierwafels met poedersuiker,1.29,NA
Josef Dettelbacher Gegrild gehakt,2.99,NA
AH Roerbakgroente Italiaans kleinverpakking,1.89,NA
Robijn Wasverzachter morgenfris,4.19,NA
Robijn Wasverzachter puur & zacht,4.15,NA
Vifit Drinkyoghurt rode vruchten,1.49,NA
Doritos Nacho cheese,2.29,NA
AH Cordon bleu met spinazie,4.79,NA
Mr Muscle Badkamerreiniger spray,3.49,NA
Norton Colección malbec,5.99,NA
AH Roomijsjes,2.99,NA
AH IJshoorntjes,1.99,NA
Lassie Risotto rijst,2.29,NA
Campina Houdbare halfvolle melk,1.65,NA
Perla Biologisch Aroma snelfiltermaling,3.99,NA
AH Biologisch Kipfilet 2 stuks,8.99,NA
AH Pistachenoten gezouten,3.49,NA
AH Roomboter amandeltongen,2.19,NA
AH Rode kool met appel,0.59,NA
Nivea Visage Q10 dagcrème,23.99,NA
AH Olijfolie extra vierge,9.49,NA
AH Walnoot olie,3.59,NA
AH Witte wijnazijn,2.19,NA
AH Biologisch Roomboter ongezouten,3.25,NA
AH Biologisch Volkoren penne,1.05,NA
AH Biologisch Volkoren spaghetti,0.99,0.74
Leffe Bruin abdijbier 6-pack,7.75,5.81
Test-Point Zwangerschapstest cassette,2.99,NA
AH Pijnboompitten,4.49,NA
AH Biologisch Appelcider azijn,2.19,NA
AH Rode kool met appel,0.69,NA
AH Natuurazijn geel 6 maanden gerijpt,0.99,NA
AH Reep melk hazelnoot,0.69,NA
AH Biologisch Rode wijnazijn,1.49,NA
AH Biologisch Rijstwafels naturel,0.75,NA
La Tulipe Rosé,6.65,NA
Château Tapie Languedoc,6.99,NA
Labello Sun protect,3.99,NA
Etos Blush brush,5.99,NA
Davitamon B-complex forte + biergist dragees,12.99,NA
AH Verse ravioli formaggio e pomodoro,2.39,NA
Antigrippine Tabletten,5.99,NA
Aspirine Pijnstiller100 mg,4.69,NA
Luuf Verkoudheidsbalsem voor kinderen,6.99,NA
Luuf Verkoudheidsbalsem baby,6.99,NA
Bisolvon Tabletten,8.59,NA
Bisolvon Drank,9.69,NA
Bisolvon Drank,12.39,NA
Gimb Zuiveringszout,3.85,NA
A.Vogel Passiflora rustgevende1* tabletten,11.79,8.84
A.Vogel Herbamare original zeezout met kruiden,4.99,NA
A.Vogel Echinaforce tabletten,18.99,NA
A.Vogel Echinaforce druppels,18.99,NA
Rennie Pepermunt tablet bij brandend maagzuur,11.89,NA
Rennie Pepermunt smaak kauwtabletten,6.99,NA
Roter Paracof,3.39,NA
Norit Capsules,9.99,NA
Dampo Verkoudheidsbalsem,6.29,NA
Dentinox Druppels,10.99,NA
Daro zinkzalf,5.99,NA
AH Goudse belegen 48+ stuk,7.1,NA
AH Goudse jong belegen 48+ stuk,6.74,NA
AH Goudse jong 48+ stuk,6.61,NA
AH Goudse jong 48+ plakken,4.02,NA
AH Goudse jong belegen 48+ plakken,4.21,NA
AH Goudse belegen 48+ plakken,4.58,NA
AH Excellent Roquefort 52+,3.74,NA
Président Brie 60+,4.58,NA
AH Kernhem 60+,3.96,NA
AH Excellent Ossenhaas,9.49,NA
Rambol Hele noot 55+,3.36,NA
Castello Danish blue,3.88,NA
AH Blue stilton 50+,3.92,NA
Gillette Mach3 scheermesjes,19.99,NA
Gillette Mach3 navulmesjes XL,29.49,NA
AH Zaanlander Extra belegen 48+ stuk,8.19,4.91
Tempo Original 4-laags zakdoeken,2.39,NA
Robijn Intense morgenfris geurbuiltjes,3.59,NA
AH Champignon schijfjes,0.99,NA
Del Monte Ananasschijven op siroop,1.59,NA
AH Biologisch Creme fraiche,1.59,NA
Welmoed Cabernet sauvignon,5.99,NA
AH Tortilla chips nacho cheese flavour,1.19,NA
AH Honingdrop suikervrij,1.59,NA
NA,NA,NA
Campina Botergoud ongezouten roomboter,3.55,NA
AH Biologisch Krokante muesli naturel,2.29,NA
Dagravit Totaal 30 200 dragees,19.99,NA
Davitamon Vitamine D aquosum 0-4 jaar,9.99,NA
Rexona Ultra dry cotton anti-transpirant spray,5.89,NA
AH Vers sap sinaasappel banaan,2.39,NA
AH Advocaat,4.19,NA
AH Biologisch Olijfolie extra vierge,6.99,NA
AH Groene olijven zonder pit,0.85,NA
AH Groene olijven met paprika,1.39,NA
AH Biologisch Hollandse bruine bonen,1.09,NA
AH Biologisch Gebroken sperziebonen,1.09,NA
AH Biologisch Volle yoghurt,1.59,NA
Kleenex Balsam zakdoekjes,2.29,NA
AH Biologisch Halfvolle melk,1.29,NA
AH Biologisch Karnemelk,1.29,NA
AH Biologisch Volle melk,1.39,NA
AH Biologisch Magere yoghurt,1.39,NA
Moët & Chandon Champagne brut imperial,51.99,NA
Moët & Chandon Champagne nectar imperial,51.99,NA
Veuve Clicquot Brut,65.0,NA
Danio Luchtige kwark aardbei vanille,1.79,NA
Optimel Drinkyoghurt framboos,1.99,NA
Optimel Drinkyoghurt limoen,1.99,NA
Optimel Magere yoghurt aardbei,2.49,NA
Rexona Dry cotton anti-transpirant roller,4.99,NA
AH Biologisch Macaroni grande,0.85,NA
AH Tagliatelle,1.89,NA
AH Farfalle,1.29,NA
AH Fusilli,1.19,NA
AH Penne,0.95,NA
AH Spaghetti,0.95,NA
Magnum Mini classic almond white,5.35,NA
Andrélon Verrassend volume haarmousse,5.79,NA
Remia Fritessaus classic,2.99,NA
Van Nelle Supra snelfiltermaling voordeelpak,7.49,NA
Ben & Jerry's Chunky monkey,7.59,NA
CoolBest Mango dream,3.19,NA
AH Vers sap sinaasappel,3.69,NA
Kikkoman Sojasaus,3.29,NA
AH Roomboter stroopkoeken,2.09,NA
AH Golden delicous,2.39,NA
AH Vers sap sinaasappel kiwi,2.39,NA
AH Vers sap sinaasappel aardbei,2.39,NA
Lassie Gele Rijst,1.89,NA
Nivea Creme blik,4.79,NA
AH Biologisch Schelpjes pasta,1.39,NA
AH Frituurolie,6.65,NA
AH Biologisch Roomijs vanille,3.99,NA
Dr. Oetker Big Americans pizza supreme,4.99,NA
Cecchi Chianti,6.49,NA
Heinz Beanz,1.19,NA
De Ruijter Kleintjes hagelslag,3.49,NA
LU Pim's orange,2.49,NA
AH Mini cervelaat,2.75,NA
AH Rucola slamelange,1.39,NA
AH Verse tortelloni verdi ricotta e spinaci,2.39,NA
Dr. Oetker Big Americans pizza Hawaii,4.99,NA
Dr. Oetker Big Americans pizza Texas,4.99,NA
AH Cocktail augurken zoetzuur,1.19,NA
AH Augurken schijven zoetzuur,1.19,NA
AH Kappertjes,0.79,NA
LU Mini crackers naturel,1.79,NA
Komo Trekbandzakken 60 liter,2.09,NA
Norton Colección merlot,5.99,NA
Difrax Fopspeen Natural 12+,5.99,NA
Grand' Italia Pesto alla Genovese,2.99,2.24
Grand' Italia Pesto rosso,3.55,2.66
DubbelDrank Ananas & guave,2.19,NA
Libresse String inlegkruisjes,2.79,NA
AH Olijfolie traditioneel,4.15,NA
AH Olijfolie mild,3.99,NA
AH Olijfolie extra vierge,4.29,NA
illy Classico ground coffee,7.69,NA
Celestial Seasonings Sleepytime tea 1-kops,2.99,NA
AH Magere kwark,1.35,NA
Berberana Red dragon tempranillo,3.99,NA
AH Zelfrijzend bakmeel,0.75,NA
AH Zaanlander Belegen 48+ stuk,8.09,4.85
AH Chocolade pinda's melk,2.99,NA
Grimbergen Blond fles 6x30cl,7.95,NA
Heineken Premium pilsener tray,20.85,15.64
Nivea Reinigingsdoekjes,4.59,NA
Martini Fiero,8.99,6.74
AH Rode kool met appel deelblokjes,1.09,NA
AH Prei a la creme deelblokjes,1.69,NA
Pickwick Groene thee lemon,1.79,NA
Pickwick Rooibos original no caffeine,1.89,NA
Leffe Tripel abdijbier 6-pack,9.25,6.94
Almhof Roomyoghurt perzik maracuja,2.39,NA
Almhof Roomyoghurt aardbei,2.39,NA
Nicotinell Mint zuigtablet 1mg stoppen met roken,16.49,NA
Bavaria Pilsener 12-krat,8.79,6.59
AH Cola regular,1.19,NA
AH Cola light,1.19,NA
AH Sinas regular,1.15,NA
AH Sinas zero,1.05,NA
Faja Lobi Surinaamse sandhia's roti,2.89,NA
Veronica superguide,4.25,NA
AH Biologisch Smeuïge pindakaas met stukjes pinda,2.85,NA
AH Biologisch Diksap appel,3.79,NA
AH Biologisch Diksap appel zwarte bes,3.79,NA
Drogheria 4 Seizoenen peper,3.29,NA
Drogheria Middellandse zeezout,3.35,NA
Drogheria Zwarte peper,3.39,NA
Drogheria Knoflook,3.69,NA
Pickwick Herbal sterrenmunt,1.99,NA
Pickwick Spices lovely liquorice,1.99,NA
Lancers Rosé table wine,4.49,NA
Remy Pannier Rosé cuvée spéciale,4.99,NA
Spa Finesse licht bruisend mineraalwater,3.89,NA
Coebergh Red fruit,8.99,NA
Fristi Rood fruit 0% suiker toegevoegd,1.99,NA
Guylian The original Belgische chocolade,7.99,NA
Casillero del Diablo Cabernet sauvignon,6.99,NA
Casillero del Diablo Chardonnay,6.99,5.49
AH Kip knakworst,1.99,NA
AH Hollandse stamppot boerenkool rookworst,4.49,NA
AH Biologisch Rode kool met appel deelblokjes,1.39,NA
AH Biologisch Doperwten,1.59,NA
AH Hollands groentepannetje,1.99,NA
Easy Bakery Filo bladerdeeg,2.09,NA
NA,NA,NA
AH Aardappelpartjes,1.25,NA
Del Monte Tomatenpuree dubbel geconcentreerd,0.59,NA
Danone Hüttenkäse original,3.39,NA
Grolsch Premium pilsner,1.09,NA
AH Leverworst,1.49,NA
Cave de Beblenheim AOC Alsace gewurztraminer,8.49,NA
AH Veldsla,1.29,NA
Kotex Maxi nacht,1.79,NA
Knorr Drinkbouillon kip,1.29,NA
Pedigree Markies smakelijk gevulde rolletjes,2.49,NA
AH Pinda's extra groot ongezouten,2.79,NA
AH Franse scharrelkipfilet,7.07,NA
Gillette Series gevoelige huid scheerschuim,4.09,NA
Bolletje Fries roggebrood,1.85,NA
AH Wokgroente Thais,2.29,NA
AH Yamato mix,2.79,NA
Danio Romige kwark aardbei,2.59,NA
Danio Romige kwark perzik,2.65,NA
Danio Romige kwark vanille,2.69,NA
Coca-Cola Original taste mini 12-pack,7.39,NA
AH Wokgroente Chinees kleinverpakking,1.99,NA
AH Fine red,3.59,NA
AH Kaneel crodot,0.79,NA
Compaxo Amigo's,3.79,NA
Warre Heritage ruby Port,9.79,NA
Warre King's tawny Port,9.79,NA
Fanta orange fles,1.49,NA
AH Biologisch Cherrytomaten,2.59,NA
AH Garnalen,2.89,NA
AH Bladspinazie grof gesneden,1.09,NA
Knorr Wereldgerechten Japanse teriyaki,4.25,NA
Crystal Clear Sparkling lemon,2.09,NA
Dove Deeply nourishing verzorgende handzeep,3.69,NA
AH Afwasmiddel extra hygiëne,1.19,NA
Hero Cassis,1.39,NA
AH Creme fraiche light 15% vet,1.35,NA
Wecare Choco crisp afslankreep,2.59,NA
Optimel Magere yoghurt vanille,2.49,NA
Mona Dame blanche pudding met chocoladesaus,2.49,NA
Spa Intense rood bruisend mineraalwater,3.89,NA
Chocomel 0% suiker toegevoegd,2.39,NA
Spa Reine koolzuurvrij mineraalwater,3.59,NA
AH Slagroomijs,3.45,NA
AH Vers sap ananas meloen mango,2.39,NA
AH Witte champignons,1.99,NA
AH Biologisch Zonnebloemolie,2.19,NA
AH Roma tomaten,2.59,NA
Cecchi Chianti Classico,7.99,NA
Becel Proactiv original cholesterolverlagend,3.59,NA
Red Bull Energy drink 4-pack,6.75,NA
Tena Discreet ultra mini maandverband,4.59,NA
Tena Discreet ultra mini inlegkruisjes,4.59,NA
AH Handsinaasappelen,3.29,NA
AH Krieltjes,1.09,NA
Campina Slagroomvla vanille,2.29,NA
AH Leverworst,2.35,NA
AH Gelderse gekookte worst,2.61,NA
AH Hausmacher gesneden,2.47,NA
Moët & Chandon Brut impérial,34.65,NA
NA,NA,NA
Veuve Amiot Demi-sec,13.29,NA
Veuve Amiot Brut,13.29,NA
Alasia Moscato d'Asti,8.99,NA
Le Monferrine Asti,6.65,NA
Grolsch Krachtig kanon,1.42,NA
J.B. Adam AOC Alsace Pinot Gris Réserve,13.29,NA
E. Guigal Ctes du Rhne,11.99,NA
E. Guigal Guigal condrieu,41.99,NA
Lambrusco Bianco,3.79,NA
Planeta la Segreta Bianco,9.99,NA
Lavis Pinot Grigio,10.65,NA
Planeta Chardonnay,28.99,NA
Masi Costasera Amarone Classico,46.29,NA
Cantine Pellegrino Marsala fine,10.49,NA
Torres Viña Sol Garnacha Parellada,39.9,29.92
Casal Mendes Rosé,5.69,NA
Lanzerac Chardonnay,12.59,NA
Kanonkop Kadette,13.29,NA
La Palma Chardonnay Cachapoal valley,39.9,29.92
La Palma Merlot,6.65,NA
Alamos Malbec Mendoza,47.94,35.95
Alamos Chardonnay,47.94,35.95
Valdivieso Pinot Noir Single Valley Lot,11.29,NA
Valdivieso Cabernet sauvignon barrel selection,39.9,29.92
Valdivieso Chardonnay,39.9,29.92
Valdivieso Merlot,39.9,29.92
Valdivieso Sauvignon blanc,39.9,29.92
Catena Chardonnay,13.29,NA
Catena Malbec,13.29,NA
La Palma Merlot Reserve,39.9,29.92
La Palma Chardonnay Reserve,39.9,29.92
Argento Malbec,40.74,30.55
Los Cisnes Cream sherry,8.65,NA
Los Cisnes Sherry Fino,8.65,NA
Dow's Old tawny port 10 years,23.29,NA
Dow's Fine white port,11.99,NA
Dow's Fine ruby port,11.99,NA
Dow's Fine tawny port,11.99,NA
Graham's Late bottled vintage port,19.99,NA
Graham's Tawny port 10 years,29.29,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
Huggies Little swimmers medium,7.29,NA
Nutrilon Nutriton,7.99,NA
Herôme Nagelversterker extra sterk,17.09,NA
Dove Deodorant stick original,5.89,NA
Etos Nicotine zuigtabletten 4 mg,12.99,NA
Odorex Lotion extra dry,6.49,NA
Nivea Essentials reinigingsgel norm. /gev.huid,11.89,NA
L'Oréal Paris oogmake-up remover waterproof,7.99,NA
Bausch & Lomb Multipurpose,9.99,NA
Boston Cleaner,9.99,NA
Hansaplast Likdoornpleisters,4.99,NA
Brylcreem Gel original,3.85,NA
Tiger Balm Nek & schouders,10.69,NA
Taft Gelwax,4.89,NA
Dove Nourishing bodycare silky,8.99,NA
Mentho 10 Mentholpoeder,3.69,NA
Purol Gele zalf,5.19,NA
Purol Vaseline,3.69,NA
Vaseline Intensive care hand cream,5.49,NA
A.Vogel Cinuforce tabletten,10.99,NA
A.Vogel Geriaforce doorbloeding tabletten,19.99,NA
VSM Arniflor gel,13.49,NA
Advil Gel 5% ibuprofen,11.49,NA
Roter Tabletten apc,3.39,NA
Bisolvon Bisolbruis bruistabletten,10.39,NA
Oscillococcinum Homeopatisch geneesmiddel,10.99,NA
Etos Alcohol 70%,2.35,NA
Etos Baby doseerspray (neusspray),3.39,NA
Etos Diarreeremmer 2 mg capsules,1.99,NA
Etos Koortslipcrème,4.79,NA
Etos Neusdruppels volwassenen,3.69,NA
Etos Kinderparacetamol zetpillen 240 mg,2.49,NA
Nurofen 400 Mg ibuprofen tabletten,5.99,NA
Otalgan Oordruppels,13.99,NA
Panadol Plus 500 mg paracetamol,6.79,NA
Pyralvex Oplossing,12.15,NA
Strepsils Sinaasappel & vitamine C,7.49,NA
Kitkat Chunky mini's uitdeelzak,2.99,NA
Natterman Bronchicum extra sterk stroop,9.99,NA
Canesten Crème clotrimazol 10mg bij voetschimmel,9.99,NA
Formule W Wrattentinctuur,11.49,NA
Durex Sensilube waterbasis glijmiddel,9.99,NA
VSM Derma calendulan littekencrème,10.49,NA
Therme Anti transpirant sensitive verstuiver,9.99,NA
Sperti Preparation h aambeienzalf,16.99,NA
Fanta Cassis tray,20.64,NA
Pepsi Cola 24-pack,15.96,NA
Fanta Orange zero sugar tray,17.7,NA
Rivella 24-pack,21.49,NA
Sourcy Mineraalwater met koolzuur,11.49,NA
Sourcy Mineraalwater zonder koolzuur,11.49,NA
Spa Reine koolzuurvrij mineraalwater,12.99,NA
Spa Intense rood bruisend mineraalwater,15.56,NA
Twix Reep single,1.49,NA
Haribo Zure bommen,8.49,NA
Advil Reliva liquid-caps 200mg ibuprofen,12.99,NA
Dommelsch Pils bier 6-pack,4.99,NA
AH Excellent Olijfolie extra vierge Italiaans,6.99,NA
Heineken Premium pilsener 6-pack,6.55,4.91
AH Groene olijven met knoflook,1.39,NA
Grand' Italia 4 Formaggi saus,3.39,NA
Grand' Italia Peperoncino saus,3.59,NA
AH Basmatirijst,1.79,NA
AH Pandan rijst,1.55,NA
AH Afwasborstel luxe,1.99,NA
De zwaluw Lucifers extra lang,1.39,NA
Becel Proactiv light cholesterolverlagend,6.29,NA
Brinta Graanontbijt appel-rozijn,2.59,NA
Grand' Italia Toscana pastasaus,3.29,NA
AH Botersla,2.69,NA
AH Gerookte Gelderse gekookte worst,2.49,NA
Perla Superiore Italian roast Firenze espressomaling,4.39,NA
Perla Superiore Italian roast Roma espressomaling,4.39,NA
AH Elstar,2.49,NA
AH Witte druiven pitloos,2.39,NA
Bic M10 original balpennen blauw,4.79,NA
Always Ultra day normal wings maandverband,2.99,NA
Always Ultra day & night wings maandverband,2.99,NA
Dove Original deodorant spray,5.49,NA
Dove Go fresh cucumber anti-transpirant spray,5.59,NA
Hansaplast Sensitive extra huidvriendelijk,3.99,NA
Corega Fresh cleanse mousse,6.29,NA
Supradyn Complex forte bruis multivitamine,24.99,NA
Celestial Seasonings Seasonings mandarin orange spice thee,2.99,NA
Tempo Complete care 4-laags zakdoeken,3.09,NA
Nivea Pearl & beauty deodorant spray,5.49,NA
Fa A DCHE ALOE,3.99,NA
Studio Line Indestructible tube,6.49,NA
Weleda Amandel verzachtende gezichtscrème,16.99,NA
Weleda Amandel verzachtende reinigingsmelk,13.29,NA
Garnier Skin naturals pure reinigingsgel tube,9.99,NA
Olay Beauty fluid lotion,10.69,NA
Sudocrem Multi expert,7.99,NA
Wapiti Darmfunctie complex,8.99,NA
Avent Flesspeen 6 maanden 4 gaatjes,7.69,NA
Guhl Kleurbehoud & verzorging conditioner,8.79,NA
Guhl Vochtherstel conditioner,8.79,NA
Nivea Volume care styling mousse,5.99,NA
Nivea Extra strong styling mousse,5.99,NA
L'Oréal Excellence crème 5.3 licht goudbruin,19.99,NA
L'Oréal Excellence crème 10 extra lichtblond,19.99,NA
Wijko satesaus geconcentreerd voordeel,5.69,NA
Kneipp Douche refreshing,6.49,NA
Kneipp Douche soft Skin,6.49,NA
Nivea Crème soft douchecrème,4.29,NA
Nivea Soft tube,3.79,NA
Vaseline Bodylotion intensive care aloe fresh,11.55,NA
Vaseline Bodylotion aloe soothe,7.15,NA
Vaseline Bodylotion essential healing,11.59,NA
Palmolive Hygiene plus family handzeep,2.99,NA
Palmolive Aquarium handzeep,3.19,NA
Sebamed Wastablet,4.99,NA
Rexona Men cobalt dry anti-transpirant spray,5.89,NA
Rexona Men dry cobalt anti-transpirant roller,4.99,NA
Odorex Natural fresh deodorant roller,3.99,NA
Etos Brightening concealer butter,4.99,NA
Johnson & Johnson Reach waxed Floss 200m,6.99,NA
Listerine Mondwater anti-tandsteen active,7.99,NA
Stim-u-dent Original tandenstokers,3.09,NA
Gillette Venus smooth navulmes,14.49,NA
Nivea Men sensitive scheergel,4.99,NA
Libresse Ultra regular+ maandverband bigpack,4.79,NA
Libresse Ultra regular maandverband bigpack,4.79,NA
Haribo Kindermix,4.99,NA
Red Band Schatkistjes zacht zoet uitdeelzak,2.59,NA
Fisherman's Friend Salmiak suikervrij,1.49,NA
Celebrations Assortiments mix,6.99,NA
Care Alles-in-1 multi,5.39,NA
HG Laminaatreiniger glans,10.35,NA
HG Kalkweg concentraat,7.69,NA
HG Kookplaatreiniger,5.59,NA
HG Vetweg,5.59,NA
HG Vloeibare ontstopper,6.89,NA
"HG Schimmel, vocht & weerplekkenreiniger",9.49,NA
"HG Oven, grill en barbecuereiniger",9.09,NA
HG Kalkweg schuimspray,5.19,NA
HG Keukenontstopper,8.99,NA
VSM Kind tussikind siroop suikervrij,7.49,NA
Azaron Creme,7.99,NA
Vicks Sinex neusspray met doseerpomp,7.09,NA
Davitamon Junior 3+ kauwvitamines framboos,13.99,NA
Nurofen 200mg tablet,7.69,NA
Prevalin Neusspray - hooikoorts,10.99,NA
Ohropax Oor-wasbolletjes,3.19,NA
Nivea Diamond gloss care conditioner,4.09,NA
Etos Neusspray volwassenen,3.79,NA
Weleda Baby calendula billenbalsem,9.99,NA
Weleda Calendula bodycrème,10.99,NA
Fa Pink passion deodorant spray,4.29,NA
Durex Massage olie en glijmiddel 2 in 1 alo,11.99,NA
Nivea Verfrissende reinigingsmelk normale huid,7.49,NA
L'Oréal Paris age perfect verstevigende dagcrème,22.99,NA
Elnett Satin sterke fixatie haarspray,3.89,NA
Nivea Extra strong styling spray,6.29,NA
Garnier Pureactive 3-in-1 klei gezichtsmasker,9.99,NA
Taft Ultra styling wax,4.89,NA
AH Mango,1.79,NA
Veuve Clicquot Champagne brut rosé,80.0,NA
Codorníu Seleccion raventos brut,10.99,NA
Château Maillard Cabernet Sauvignon,9.29,NA
André Stuber AOC Alsace Pinot Blanc,9.29,NA
J.B. Adam AOC Alsace Pinot Blanc Réserve,10.99,NA
Domaine de Luc Cabernet Sauvignon rosé,7.99,NA
Antinori Villa antinori rosso Toscana,15.99,NA
Planeta la Segreta Rosso,9.99,NA
Sangre de Toro Original,6.99,NA
Sangre de Toro Reserva,11.99,NA
Torres Viña Sol Garnacha Parellada,6.65,NA
Penfolds Koonunga hill shiraz cabernet,9.99,8.99
Penfolds Koonunga hill chardonnay,9.99,NA
La Palma Chardonnay,6.59,NA
La Palma Cabernet Sauvignon,6.59,NA
Alamos Malbec,7.99,NA
Alamos Chardonnay,7.99,NA
Valdivieso Chardonnay,6.65,NA
Valdivieso Merlot,6.65,NA
Valdivieso Sauvignon Blanc,6.65,NA
Alamos Cabernet Sauvignon,7.99,NA
La Palma Chardonnay Reserve,6.65,NA
